"Ticker","Book Value per Share","PE ratio","PB ratio","Enterprise Value over EBITDA","returnOnEquity","assetTurnover","Dividend Yield","interestCoverage","Free Cash Flow Yield","EPS Diluted Growth","debtEquityRatio","currentRatio","Market Cap","EBITDA Margin","Profit Margin","operatingCashFlowSalesRatio","Revenue Growth","Price Variation","Class"
"CSGS",11.138,17.9005,3.2192,8.0241,0.1809,0.872253344,0.0195,9.7846,0.1004,0.7642,0.8071,1.391,1176380060,0.201,0.083,0.182000478,0.0016,41.05775832,"1"
"CSIQ",13.171,5.4977,NA,NA,0.3342,0.96361277,0,7.4805,-0.0972,5.5238,1.9507,1.188,723260000,0.151,0.081,0.08954387,0.7896,-17.29444495,"0"
"CSIQ",14.696,9.4026,NA,NA,0.2099,0.785610005,0,5.0883,-0.0972,-0.2871,2.9098,0.852,723260000,0.107,0.05,0.119291411,0.1712,-56.46890456,"0"
"CSIQ",15.379,11.2124,NA,NA,0.0738,0.527702222,0,2.1937,-0.0972,-0.6177,3.5113,1.019,723260000,0.087,0.023,-0.097464212,-0.1772,-33.07024869,"0"
"CSIQ",17.746,10.0234,NA,NA,0.0965,0.575654961,0,2.1912,-0.0972,0.5089,2.9775,0.994,723260000,0.106,0.029,0.06014642,0.1883,-16.33605214,"0"
"CSIQ",20.801,3.5672,NA,NA,0.1935,0.765332872,0,3.8203,-0.0972,1.2959,1.8461,1.043,846060000,0.143,0.063,0.057759195,0.1044,-53.0470985,"0"
"CSLT",1.262,0,3.4268,0,-0.6753,0.434658402,0,0,-0.154,0.2672,0,3.095,404131750.3,-1.034,-1.061,-0.755068711,0.6515,-19.2771011,"0"
"CSLT",1.012,0,5.0485,0,-0.5756,0.628049324,0,0,-0.0753,0.3176,0,2.894,513338730.3,-0.562,-0.595,-0.374549175,0.3106,-24.24242132,"0"
"CSLT",1.414,0,1.5666,0,-0.204,0.616944232,0,0,-0.0678,0.2927,0.0167,2.107,303212483.4,-0.21,-0.254,-0.118609498,0.1847,-41.92139454,"0"
"CSLT",2.369,0,4.9393,0,-0.4878,0.204255757,0,0,-0.0535,0.8153,0,5.246,1056409895,-1.855,-1.884,-1.19804846,2.5154,-63.41045456,"0"
"CSLT",1.685,0,2.4089,0,-0.2453,0.471697102,0,0,-0.0512,0.2931,0.0234,2.092,508202389.8,-0.382,-0.393,-0.177677625,0.3375,-42.89473412,"0"
"CSOD",0.485,0,87.5982,0,-2.4788,0.678486728,0,-4.0781,0.0054,0.2405,8.843,1.425,2357031981,-0.048,-0.158,0.083313639,0.2458,-15.78068847,"0"
"CSOD",0.666,0,53.2214,0,-1.828,0.521240767,0,-4.2681,0.0066,-0.5443,6.3569,1.764,1885149798,-0.14,-0.246,0.125239027,0.4237,-0.377898976,"0"
"CSOD",0.144,0,242.5002,0,-10.9328,0.608402431,0,-5.7436,0.0079,-0.2951,29.3196,1.32,1880429077,-0.13,-0.252,0.128944122,0.2887,-23.89458121,"0"
"CSOD",1.122,0,45.337,90.1722,-0.5187,0.657386834,0,-0.109,0.0169,0.4579,5.1357,1.428,2955814355,0.06,-0.063,0.1677905,0.116,-15.6657457,"0"
"CSOD",0.386,0,91.7416,0,-2.7728,0.498335384,0,-3.0366,0.0196,0.1083,24.1046,1.214,2031758407,-0.02,-0.127,0.1400666,0.1391,-43.71615869,"0"
"CSPI",5.521,0,1.0125,13.4645,-0.0107,1.900289386,0.0804,0,-0.1525,-1.1622,0,2.306,20094531.83,0.007,-0.002,-0.026202047,0.0554,-63.69819844,"0"
"CSPI",6.174,21.5405,1.2977,6.0426,0.0603,1.827347917,0.054,0,0.0187,2.7,0,2.718,28768894.56,0.024,0.015,0.013271251,-0.0342,-1.963165404,"0"
"CSPI",8.844,3.6934,1.5248,1.8475,0.4095,1.319149706,0.0359,0,0.048,4.6349,0,3.443,53710685.98,0.211,0.19,0.041376378,-0.176,39.21144438,"1"
"CSPI",5.641,17.3281,1.9818,8.1808,0.1142,1.501696986,0.0397,0,0.0564,-0.0597,0,1.934,43512535.47,0.046,0.027,0.030047914,-0.1439,-32.51205434,"0"
"CSPI",4.892,14.8261,2.1086,6.1756,0.1413,2.122220625,0.043,0,0.1095,12.1667,0,2.405,38978724.51,0.041,0.024,0.048410034,0.1574,61.05413774,"1"
"CTG",7.605,15.7619,0.8769,8.9781,0.0553,2.265665912,0.0363,47.0472,-0.0428,-0.3594,0.0104,2.666,125608965.7,0.035,0.018,-0.009388922,-0.0605,-33.99982298,"0"
"CTG",4.653,0,0.8468,8.761,-0.0439,2.89047784,0,3.698,-0.0141,-5,0.0567,2.174,58264509.36,0.016,-0.008,-0.000844555,0.1911,26.03405499,"1"
"CTG",5.055,0,0.8399,0,-0.4395,2.559925935,0.0425,-41.29,0.0036,-6.4146,0.0599,2.767,68715742.32,-0.096,-0.107,0.007494775,-0.1207,-20.28302311,"0"
"CTG",7.339,14.0147,1.3104,6.7179,0.0933,2.310012041,0.0252,53.1169,0.0247,-0.3043,0,2.591,176812301,0.051,0.026,0.018981966,-0.0615,-24.74276485,"0"
"CTG",5.222,104,0.9769,11.8609,0.0103,2.35993262,0,7.8879,0.0834,1.0225,0.0564,2.552,80557443.2,0.021,0.003,0.030643073,-0.0729,-21.53846013,"0"
"CTS",8.62,22.5696,2.0564,9.1625,0.0915,0.884215387,0.009,17.9166,0.0342,7.5,0.2588,3.006,596842044.1,0.145,0.066,0.082542739,-0.0133,2.498910688,"1"
"CTS",11.444,18.3617,2.2594,9.7421,0.1231,0.858011712,0.0062,28.8671,0.0346,2.2326,0.1323,2.302,856623543.3,0.176,0.099,0.12360064,0.1123,16.75375401,"1"
"CTS",9.713,21.4286,2.3191,8.9243,0.1082,0.76623778,0.0071,16.4633,0.0362,3.9048,0.2835,2.198,737102047.5,0.202,0.087,0.118992939,0.0376,15.23527323,"1"
"CTS",10.453,60.2273,2.539,13.0008,0.042,0.783761599,0.006,13.041,0.0458,-0.5825,0.2219,2.281,872831825,0.152,0.034,0.137231585,0.0663,-1.783645454,"0"
"CTS",8.546,84,2.0409,16.3601,0.0247,0.790921297,0.0091,5.6655,0.0511,-0.7308,0.322,2.599,575730739.1,0.081,0.018,0.102406424,-0.0537,31.83004102,"1"
"CTSH",17.674,22.0781,3.198,10.8853,0.1448,0.945659795,0,125.1053,0.0392,-0.0377,0.0818,3.557,34290942579,0.204,0.115,0.121969304,0.0863,26.46816468,"1"
"CTSH",12.731,22.2194,4.1385,14.018,0.1859,0.894067427,0,642.3333,0.0393,0.1634,0.2116,2.477,32065608188,0.208,0.14,0.143525285,0.1606,13.95481766,"1"
"CTSH",17.992,27.9331,3.9236,12.0565,0.141,0.972997832,0.0063,116.5217,0.0507,-0.0078,0.0818,3.209,41835357874,0.211,0.102,0.162525321,0.0981,-9.334746226,"0"
"CTSH",15.235,22.4794,3.9319,13.0694,0.175,0.950616339,0,121.2222,0.0524,0.1277,0.1383,2.914,36496290937,0.202,0.131,0.176143686,0.2098,-3.612593806,"0"
"CTSH",19.629,17.5845,3.2007,9.925,0.1839,1.013322441,0.0126,104.6667,0.0603,0.4229,0.0652,3.125,36756698011,0.206,0.13,0.160744186,0.0888,-0.460492421,"0"
"CTXS",6.582,0,13.1747,18.8453,-0.0209,0.485326561,0.201,10.8363,0.0619,-1.0381,2.1436,1.554,13363385794,0.258,-0.007,0.321549369,0.0324,15.89857946,"1"
"CTXS",4.054,24.2222,24.869,17.0315,1.0438,0.579025434,0.0034,8.8523,0.07,31.3077,3.4401,0.717,13807692696,0.286,0.194,0.3481435,0.0528,10.03206518,"1"
"CTXS",12.795,34.3272,3.7782,13.6866,0.1158,0.570183601,0,10.7313,0.0832,-0.1833,0.5948,1.062,8178004953,0.202,0.08,0.269175871,0.0769,19.17138715,"1"
"CTXS",16.816,20.7431,4.2917,13.4312,0.2055,0.428166323,0,14.2156,0.0921,0.7136,0.5168,0.827,11193836647,0.299,0.196,0.407820678,0.034,22.61223117,"1"
"CTXS",12.421,29.9704,4.7137,15.1677,0.1618,0.483977279,0,7.0882,0.1011,0.3537,0.6644,1.002,9266461600,0.242,0.121,0.390962884,-0.158,20.41258032,"1"
"CUI",1.457,0,0.8453,0,-0.4171,1.379409124,0,-33.9223,-0.1596,-0.0893,0.0324,1.909,35117474.16,-0.145,-0.179,-0.126904917,0.1623,-14.7286778,"0"
"CUI",2.567,0,1.3275,0,-0.219,0.947286398,0,-27.39,-0.1262,-0.6,0.1505,2.182,81237716.56,-0.13,-0.151,-0.112506755,-0.0368,-56.99300475,"0"
"CUI",2.862,0,2.4613,0,-0.1006,0.949277915,0,-13.5011,-0.0765,-1.0714,0.1495,2.237,146468896.6,-0.032,-0.069,-0.071683673,0.1341,-0.289435331,"0"
"CUI",3.193,0,2.3426,98.8641,-0.0425,0.817213661,0,-5.9429,-0.0267,-1.8,0.1367,3.491,154532615.9,0.019,-0.037,-0.040949438,0.2538,-3.030306613,"0"
"CUI",2.327,0,2.9288,0,-0.1494,1.082887667,0,-14.4775,-0.0098,-0.2069,0.1806,1.81,142434493.7,-0.045,-0.084,-0.006951111,0.0026,-59.61820818,"0"
"CVLT",9.847,47.7574,6.619,24.2019,0.1385,0.776214482,0,0,0.0169,0.1727,0,2.589,3084821359,0.183,0.109,0.20318757,0.1825,-23.66634519,"0"
"CVLT",8.931,0,7.0526,252.691,-0.1532,0.854333152,0,-2.0146,0.0271,-136,0,1.995,2849339855,0.014,-0.089,0.120345786,0.0843,-22.28412177,"0"
"CVLT",8.952,78.0357,4.8344,32.3928,0.063,0.851537424,0,59.4842,0.03,-0.5814,0,2.037,1961998507,0.08,0.042,0.203848946,0.0362,35.37002864,"1"
"CVLT",8.775,1079.25,4.8609,97.253,0.0043,0.830939596,0,5.2401,0.039,-0.9259,0,1.953,1949840568,0.027,0.003,0.142165193,-0.0227,0.190836777,"1"
"CVLT",10.446,0,4.8811,200.0939,-0.0011,0.777228701,0,-1.0836,0.0409,-1.25,0,2.105,2290047134,0.014,-0.001,0.155098022,0.0863,11.49056633,"1"
"CW",26.927,21.9551,2.469,10.3938,0.1159,0.737782608,0.0076,7.3379,0.0413,0.3203,0.7593,2.437,3131883431,0.166,0.066,0.073663804,-0.0167,47.09233908,"1"
"CW",34.58,25.2449,3.5447,13.0434,0.1407,0.701730762,0.0046,8.2248,0.0633,0.1566,0.5329,2.372,5414231546,0.194,0.095,0.171161405,0.0769,-16.36325259,"0"
"CW",34.876,16.2611,2.8945,10.054,0.1801,0.740875503,0.0059,11.4829,0.0653,0.2958,0.4981,1.955,4471855939,0.204,0.114,0.139426205,0.062,37.49134943,"1"
"CW",30.789,29.911,2.2877,11.2858,0.0767,0.659837841,0.0074,6.3175,0.0782,-0.1979,0.6455,2.747,3390018537,0.154,0.051,0.147903417,0.059,-1.475243071,"0"
"CW",29.088,23.3389,3.3704,11.8276,0.1451,0.694234048,0.0053,7.4466,0.0873,0.3607,0.7484,2.095,4356032365,0.191,0.089,0.200668965,-0.0439,24.39891156,"1"
"CY",9.008,0,1.1828,0,-0.1343,0.401535514,0.0466,-20.2969,-0.0122,-12,0.253,1.61,3154624581,-0.056,-0.227,0.005473759,1.2162,38.19828648,"1"
"CY",1.306,132,11.4159,35.5995,0.0863,0.976073652,0.0303,3.9087,0.0352,1.3438,1.1708,1.136,2341183136,0.095,0.025,0.142434772,0.0039,-29.45473916,"0"
"CY",5.448,0,3.0035,22.2161,-0.0445,0.658110855,0.0278,0.1304,0.0665,0.8879,0.5416,1.219,5285249862,0.118,-0.035,0.173336209,0.2104,-17.25820767,"0"
"CY",5.888,12.8485,2.1741,13.4254,0.1676,0.672541404,0.0346,1.5966,0.0887,4.9583,0.4165,1.638,4604004496,0.156,0.143,0.189907562,0.067,85.40692845,"1"
"CYBE",5.377,0,1.4304,0,-0.0579,0.919332126,0,0,-0.0598,-0.3478,0,3.909,51489939.15,-0.002,-0.051,-0.058084124,-0.1152,-245.2381029,"0"
"CYBE",7.527,83.9474,2.1255,30.5911,0.0251,0.896337877,0,0,-0.0328,-0.8841,0,5.791,111291364.3,0.06,0.025,-0.045487784,-0.1949,-10.53291142,"0"
"CYBE",5.693,0,1.7042,95.2037,-0.0397,1.001529777,0,0,-0.0066,0.7473,0,3.769,63770086.05,0.012,-0.032,0.017791451,0.3956,-17.83029269,"0"
"CYBE",7.998,44.075,2.2193,18.0601,0.0503,0.928550933,0,0,0.0171,1.0526,0,3.864,124788489.7,0.094,0.044,0.06328801,0.2135,2.452612116,"1"
"CYBE",7.157,15.8284,3.7687,19.6972,0.2365,1.111782477,0,0,0.0422,6.2903,0,3.989,184106500.5,0.128,0.175,0.137741546,0.6105,-43.92523364,"0"
"CYBR",5.24,86.1957,NA,NA,0.0642,0.489185569,0,3.4158,0.0445,1.4286,0,4.762,2259363750,0.206,0.097,0.225196361,0.5569,16.10081829,"1"
"CYBR",8.087,56.425,NA,NA,0.1046,0.480862618,0,22.4625,0.0445,1.1471,0,4.039,2259363750,0.221,0.16,0.367882994,0.5613,3.762831433,"1"
"CYBR",8.898,55.6145,NA,NA,0.0949,0.537459898,0,0,0.0445,0.0685,0,4.007,2259363750,0.197,0.13,0.259956697,0.347,-10.33362321,"0"
"CYBR",10.335,90.413,NA,NA,0.0452,0.520719254,0,0,0.0445,-0.4359,0,3.406,2259363750,0.123,0.061,0.308508565,0.2082,78.26400365,"1"
"CYBR",13.232,57.0308,NA,NA,0.1008,0.509484576,0,0,0.0445,1.8864,0,3.359,2731243460,0.18,0.137,0.379153203,0.3114,59.17532118,"1"
"CYOU",16.844,0,NA,NA,-0.0038,0.487908964,0,0.8624,NA,-1.0119,0.4155,3.256,240660000,0.094,-0.004,0.066620237,0.0236,-7.971816922,"0"
"CYOU",19.623,6.1133,NA,NA,0.2067,0.428004176,0,33.022,NA,68,0.3346,1.837,240660000,0.415,0.279,0.28011281,0.0084,-10.27484356,"0"
"CYOU",21.38,7.7554,NA,NA,0.1297,0.307595796,0,39.5397,NA,-0.3234,0,2.838,240660000,0.375,0.276,0.391450079,-0.3102,68.97031541,"1"
"CYOU",24.946,17.9078,NA,NA,0.083,0.301901174,0,35.218,NA,-0.25,0.302,2.866,240660000,0.299,0.188,0.346042557,0.1044,-27.2733549,"0"
"CYOU",15.63,11.5696,NA,NA,0.1016,0.247146759,0.5142,15.5924,NA,-0.2255,1.0401,1.748,329040000,0.365,0.174,0.410718807,-0.1629,16.97235068,"1"
"CYRN",0.921,0,2.7151,0,-0.3322,0.479466343,0,-5.5924,-0.1024,-1.375,0,2.031,122419600,-0.268,-0.508,-0.233514075,-0.0059,-20,"0"
"CYRN",0.475,0,6.3129,0,-0.6094,0.598064204,0,-75.7333,-0.0837,0.0526,0.3139,1.503,200159452.5,-0.37,-0.541,-0.31913649,0.1656,-53.45454649,"0"
"CYRN",0.869,0,1.9797,0,-0.2259,0.620228081,0,-7.2517,-0.0777,0.3421,0.1578,1.029,56916870.45,-0.104,-0.22,-0.114643696,-0.01,-0.584794751,"0"
"CYRN",0.871,0,1.9525,0,-0.1285,0.510283981,0,-18.2428,-0.0744,0.44,0.1116,1.543,66718497.5,-0.056,-0.173,-0.071824796,-0.1304,-27.97620015,"0"
"CYRN",0.649,0,3.206,0,-0.1958,0.651834554,0,-41.2789,-0.0167,-0.1429,0,1.248,101715114.8,-0.064,-0.201,0.068230965,0.116,20.1923121,"1"
"DAIO",1.772,24.1429,1.9143,10.1285,0.0792,1.134078212,0,0,-0.025,1.4242,0,3.475,26569240.36,0.077,0.05,0.033707353,0.1713,-25.22254996,"0"
"DAIO",2.788,26.3158,1.8044,8.3658,0.0688,0.951209192,0,0,0.029,-0.7077,0,4.073,42202135,0.098,0.055,0.072269368,-0.1418,-17.47572968,"0"
"DAIO",2.012,19.9048,2.0877,9.5193,0.1033,1.027968037,0,0,0.0292,0.6667,0,3.326,33408206.92,0.098,0.071,0.126340067,0.0634,188.0382884,"1"
"DAIO",2.707,18.0597,4.5306,13.5677,0.247,1.124277743,0,0,0.0736,2.25,0,3.531,99716692.9,0.176,0.16,0.26800975,0.4544,-58.67768725,"0"
"DAIO",1.858,21,1.3617,5.9769,0.0631,1.121028513,0,0,0.116,-0.1429,0,4.06,20018174.4,0.066,0.042,0.152927283,0.0042,68.54837888,"1"
"DAKT",4.571,171,1.8779,15.9334,0.0103,1.629293495,0.0468,14.7105,-0.0096,-0.8936,0.0029,2.018,376013345,0.036,0.004,0.023296642,-0.0743,-13.33045299,"0"
"DAKT",4.445,69.3077,2.0343,11.056,0.0281,1.701588629,0.0311,58.2765,0.036,-0.4783,0,2.012,400712560,0.05,0.009,0.049728924,0.0409,-14.58618023,"0"
"DAKT",4.736,24.8269,2.7475,9.4123,0.1093,1.544183678,0.0302,147.0431,0.0412,-0.0377,0.0181,2.051,556697364.4,0.094,0.04,0.065581463,0.0649,-25.12192579,"0"
"DAKT",4.495,40.6087,2.084,10.1061,0.0522,1.650209744,0.0332,68.7739,0.0756,3.6,0.0071,1.973,411591038.4,0.059,0.018,0.067185643,0.0287,-16.71628401,"0"
"DAKT",4.873,22.3542,2.214,8.2632,0.0985,1.62312539,0.0373,143.0762,0.0763,-0.0784,0.0178,2.042,468065401.3,0.076,0.034,0.086879934,0.1159,36.73762996,"1"
"DBD",-2.453,0,0,0,3.051,1.061852084,0.0402,-2.4312,-0.8578,-1.3375,-12.0145,1.405,189549422.3,-0.026,-0.124,-0.022736208,-0.0067,-291.1111197,"0"
"DBD",5.901,0,2.9605,16.2732,-0.5421,0.882669475,0.023,-0.8176,-0.0246,-4.3333,4.1612,1.381,1314294784,0.034,-0.052,0.008048945,0.3899,-85.5902767,"0"
"DBD",6.354,26.6283,4.7353,14.3122,0.1787,1.078888691,0.0382,2.8462,-0.0077,-0.3636,1.5475,1.72,1955154921,0.065,0.03,0.015376349,-0.1154,-11.32394171,"0"
"DBD",8.559,0,3.2766,23.9857,-0.0703,0.629243117,0.0374,-0.0907,-0.0056,-1.5357,3.0408,1.436,1931103474,0.038,-0.013,0.008654223,0.3708,-35.17734304,"0"
"DBD",8.24,19.5706,4.2037,8.5572,0.2152,1.16767004,0.0332,6.1529,0.0566,1.6175,0.9509,1.611,2238747833,0.097,0.042,0.068341378,0.0589,-8.445868111,"0"
"DCAR",2.246,0,0.561,0.1308,-6.1707,1.079484654,0,-16.3407,-5.4078,0.1837,0,1.901,2039613.66,-2.848,-3.315,-1.738647083,-0.6369,-38.88889165,"0"
"DCAR",483.04,0,1.1696,0,-2.1595,2.713750213,0,-869.173,-0.1023,0.7129,0.026,1.038,14887260.96,-0.41,-0.709,-0.091712435,-0.3642,-77.43506396,"0"
"DDD",5.065,0,2.0077,68.3016,-0.0787,0.83268752,0,-1173.8649,-0.0306,0.3051,0.0554,2.423,1161216122,0.023,-0.066,0.006974377,0.0644,-16.26794106,"0"
"DDD",5.852,0,1.4849,0,-0.9994,0.746853835,0,-48.6216,-0.0259,-54.1818,0.0133,2.973,973957394.2,-0.826,-0.984,-0.004249711,0.0191,-35.19837299,"0"
"DDD",5.435,0,1.6669,125.4125,-0.107,0.720444844,0,-15.4569,-0.0043,-0.6857,0.0125,2.117,1031592039,0.011,-0.102,0.040439953,0.0207,12.25165127,"1"
"DDD",11.625,298.8182,2.8275,41.634,0.009,0.427136985,0,2.9129,0.0078,-0.7556,0.0074,3.928,3655705847,0.124,0.018,0.078192983,0.2732,-73.19555808,"0"
"DDD",5.606,0,2.4421,59.2925,-0.061,0.745407483,0,-26.9928,0.0268,0.9402,0.013,3.32,1538204197,0.036,-0.061,0.090815448,-0.0498,-36.88823515,"0"
"DGII",12.203,261.8,1.0823,19.4801,0.0039,0.613646257,0,112.6,-0.0109,-0.8571,0,4.555,356606851.4,0.066,0.006,-0.012164683,0.2573,70.54859218,"1"
"DGII",10.467,107.1429,0.6995,11.1901,0.0066,0.630632895,0,464.8,-0.0087,-0.6818,0,6.789,186358050,0.052,0.01,0.00987591,-0.0625,22.89416666,"1"
"DGII",12.074,30.5714,0.8904,11.5548,0.0293,0.526187103,0,198.7292,0.0025,-0.4531,0,9.697,283974864.9,0.083,0.052,0.013626303,-0.1053,1.919197388,"1"
"DGII",11.156,43.6667,1.0723,12.5422,0.024,0.678675589,0,2569,0.0327,2.7143,0,6.908,294577170.4,0.079,0.032,0.069041978,0.1129,26.96214309,"1"
"DGII",11.647,17.5385,0.9874,6.5199,0.0557,0.603883201,0,69.4536,0.0823,1.4615,0,8.218,295966458,0.122,0.082,0.133440063,-0.0041,-31.04693193,"0"
"DIOD",16.498,45.96,1.4013,10.5758,0.0305,0.530954256,0,10.0633,-0.0134,-0.626,0.5834,4.178,1116618009,0.145,0.029,0.139133518,-0.0469,15.1121119,"1"
"DIOD",17.031,0,1.7382,8.8766,-0.0022,0.708150144,0,5.5003,0.0493,-1.125,0.3237,2.68,1445155204,0.161,-0.002,0.1718102,0.1189,10.25289839,"1"
"DIOD",15.968,78.303,1.6283,10.4923,0.0205,0.616375498,0,2.6967,0.0525,-0.3469,0.5509,3.953,1263631065,0.143,0.017,0.132399736,0.1099,10.95201202,"1"
"DIOD",16.283,20.4222,1.708,7.2623,0.0829,0.755328595,0,20.3991,0.0594,1.3393,0.185,4.525,1311880183,0.185,0.071,0.150757143,0.0772,-15.978065,"0"
"DIOD",18.689,15.4354,1.7395,6.064,0.1117,0.795343334,0,16.0063,0.0608,52,0.2405,2.893,1620124718,0.217,0.086,0.15285641,0.1516,76.04621526,"1"
"DLPN",-17.507,0,0,0,0.1335,0.145108222,0,-0.3447,-0.133,NA,-1.2749,0.117,112535196,-0.388,-2.85,-2.278581182,NA,-42.85714934,"0"
"DLPN",-7.261,0,0,0,1.167,0.661792316,0,-6.8824,-0.133,-1.2361,-0.619,0.208,112535196,-3.454,-4.517,-1.593554873,2.03,-70.00000079,"0"
"DLPN",0.782,0,1.1174,0,-0.2703,0.593618847,0,-2.8115,-0.0657,-0.15,0.8589,0.459,10874830.89,-0.043,-0.129,-0.027701903,0.0062,-27.08333295,"0"
"DLPN",0.634,5,5.6799,3.5799,1.1376,0.667111605,0,5.5465,0.2412,0.9793,1.353,0.468,33721405.2,0.451,0.308,0.372976959,1.3855,-78.61111107,"0"
"DMRC",4.984,0,2.9302,0,-0.5742,0.34298477,0,0,-0.1349,-0.1721,0.0151,11.497,172353438,-1.459,-1.534,-1.000849377,-0.1595,-109.0965917,"0"
"DMRC",7.981,0,4.0909,0,-0.2955,0.276785714,0,0,-0.0529,-0.0776,0,14.149,311991116.9,-0.933,-0.994,-0.636167577,-0.0178,-21.92243505,"0"
"DMRC",7.79,0,4.7654,0,-0.313,0.285311757,0,0,-0.0513,-0.0339,0,15.147,402184967,-0.974,-1.022,-0.698488875,0.1569,-59.15492958,"0"
"DMRC",7.259,0,3.8804,0,-0.3032,0.446878919,0.0081,0,-0.0446,-21.2,0,9.025,208882950.5,-0.553,-0.617,-0.262413282,-0.2662,-35.42284704,"0"
"DMRC",6.277,0,6.023,0,-0.3485,0.393673267,0,0,-0.0364,0.0135,0,9.036,325262259.5,-0.75,-0.808,-0.43895624,-0.1352,-11.84248876,"0"
"DOX",21.356,17.3132,NA,NA,0.1243,0.687260681,0.013,81.2804,0.0355,0.0356,0.0618,2.019,9327150000,0.185,0.118,0.199026444,0.0651,18.77461898,"1"
"DOX",21.741,19.6817,NA,NA,0.131,0.684277207,0.0117,202.8097,0.0355,0.0878,0.0646,1.744,9327150000,0.19,0.122,0.212052681,0.0224,8.872721829,"1"
"DOX",22.849,21.1131,NA,NA,0.1185,0.697426639,0.0131,-310.3025,0.0355,-0.0491,0.0579,1.538,9327150000,0.187,0.11,0.166808984,0.0205,14.08600637,"1"
"DOX",24.291,21.6187,NA,NA,0.1222,0.732501733,0.0132,117.0172,0.0355,0.0923,0,1.746,9327150000,0.189,0.113,0.16449095,0.0401,-10.08438309,"0"
"DOX",23.886,26.3534,NA,NA,0.1028,0.743263744,0.0148,63.3028,0.0355,-0.1655,0,1.329,9186800000,0.161,0.089,0.140194177,0.0278,26.22116204,"1"
"DPW",6.215,0,12.8711,0,-1.7884,0.549392727,0,-1.4017,-2.643,0.3823,0.7925,0.4,7319280,-0.587,-1.191,-0.383822639,1.6689,-98.76041661,"0"
"DPW",409.799,0,1.0542,0,-0.3158,1.523043734,0,0,-0.2282,-0.6,0,2.633,3659040,-0.114,-0.141,-0.068117435,-0.1392,-12.06896552,"0"
"DPW",411.649,0,1.3609,0,-0.3153,1.388157895,0,15.8312,-0.0991,0,0.0798,2.045,4472160,-0.139,-0.148,-0.047130068,-0.0219,-386.3636364,"0"
"DPW",28.878,0,96.9612,0,-0.5895,0.333492915,0,-1.143,-0.0877,0.859,0.1259,0.797,55361600,-0.536,-1.106,-0.404596196,0.3395,-97.14285714,"0"
"DPW",522.225,0,2.0068,0,-0.1482,1.422579628,0,0,0.062,-0.087,0,2.887,8874464,-0.046,-0.073,0.074152073,0.0287,-58.46153846,"0"
"DQ",25.051,13.17,NA,NA,0.0805,0.257095938,0,2.0636,-0.1529,1.1951,1.3836,0.308,394250060,0.33,0.091,0.249872741,0.675,-34.628975,"0"
"DQ",23.289,13.32,NA,NA,0.0539,0.275464298,0,2.0699,-0.1529,-0.375,1.0927,0.322,394250060,0.322,0.071,0.364897054,-0.0029,-16.26505297,"0"
"DQ",25.798,4.6706,NA,NA,0.161,0.298791972,0,4.9977,-0.1529,2.2,0.9021,0.294,394250060,0.439,0.222,0.502866115,0.0779,-199.4458312,"0"
"DQ",36.946,7.1509,NA,NA,0.237,0.431634341,0,7.7748,-0.1529,1.125,0.5106,0.658,394250060,0.477,0.287,0.441536291,0.6471,-62.60188632,"0"
"DQ",42.116,7.8,NA,NA,0.0726,0.352777679,0,5.6309,-0.1529,-0.6471,0.3822,1.068,310775400,0.292,0.126,0.316820533,-0.0668,-112.8898228,"0"
"DSGX",3.981,95.8667,NA,NA,0.0384,0.439199134,0,14.8298,NA,-0.4,0.1615,2.489,NA,0.239,0.064,0.281663516,0.1924,36.32043821,"1"
"DSGX",5.533,73.6667,NA,NA,0.0386,0.38464569,0,21.0561,NA,0.4,0,3.918,NA,0.28,0.088,0.289582114,0.1293,8.684606593,"1"
"DSGX",5.318,66.5926,NA,NA,0.0511,0.408565175,0,54.1992,NA,0.2857,0,1.872,NA,0.313,0.111,0.2932165,0.0827,33.64705703,"1"
"DSGX",5.681,70.4839,NA,NA,0.0554,0.407118312,0,52.5548,NA,0.1481,0,1.348,NA,0.323,0.117,0.356184887,0.1015,-7.320491098,"0"
"DSGX",6.535,81,NA,NA,0.0539,0.379976571,0,27.7911,NA,0.129,0.0742,1.106,NA,0.31,0.113,0.303838038,0.1652,62.55707802,"1"
"DSPG",6.583,0,1.8685,590.7453,-0.0204,0.673615948,0,0,0.028,-1.6667,0,3.378,274572678.6,0.003,-0.024,0.06823884,-0.0951,-8.943092394,"0"
"DSPG",6.391,0,1.7524,0,-0.0138,0.652832286,0,0,0.0302,0.3571,0,3.318,248597977.6,-0.005,-0.017,0.074005007,-0.0586,38.07017805,"1"
"DSPG",6.674,67.9375,1.6073,55.8084,0.0246,0.748178409,0,0,0.0386,0.3333,0,2.225,234924537.9,0.025,0.025,0.072562152,-0.0531,-7.902443118,"0"
"DSPG",6.622,134.8571,1.4255,38.0572,0.0109,0.784243485,0,0,0.0486,-0.5625,0,2.373,204303057.1,0.031,0.011,0.084729433,0.0086,50.6928455,"1"
"DSPG",6.731,59.0909,1.9313,27.3388,0.0331,0.741454416,0,0,0.0513,2,0,3.012,281091616,0.062,0.035,0.119787624,-0.0444,-3.846153846,"0"
"DXC",NA,0,9.0017,32.3446,-1.1598,0.629468786,0,0.8095,0.0219,NA,NA,NA,14633439893,0.028,-0.064,0.181470987,-0.1294,-25.97577906,"0"
