"Ticker","Book Value per Share","PE ratio","PB ratio","Enterprise Value over EBITDA","returnOnEquity","assetTurnover","Dividend Yield","interestCoverage","Free Cash Flow Yield","EPS Diluted Growth","debtEquityRatio","currentRatio","Market Cap","EBITDA Margin","Profit Margin","operatingCashFlowSalesRatio","Revenue Growth","Price Variation","Class"
"RCM",-2.203,0,0,0.803,0.3952,0.254622639,0,0,-12.1204,-0.0482,0,0.545,3721009.968,-1.087,-0.719,-0.203071672,-0.4423,0,"0"
"RCM",-1.485,0,0,0,0.5597,0.470772202,0,0,-0.3924,-1.6194,0,0.876,153036725.1,-0.582,-0.379,-0.367545446,-0.5837,-32.69736745,"0"
"RCM",-0.123,4.2308,0,0.3601,-14.3984,1.427607805,0,-993,-0.3389,1.7471,0,1.514,293632509.5,0.52,0.299,-0.146641917,4.0563,-60.36363081,"0"
"RCM",0.327,0,13.5529,0,-1.7605,1.338690476,0,137.5,-0.0274,-2.1538,0,2.25,463004121.3,-0.025,-0.131,0.046465096,-0.241,-79.45824193,"0"
"RCM",0.058,0,137.4672,139.3426,-7.1905,1.075541796,0,-1.1559,-0.0173,0.2,56.9365,1.003,876377567.4,0.01,-0.052,0.021070812,0.9309,-64.51203754,"0"
"RDCM",1.269,134.7778,NA,NA,0.0707,1.163303475,0,0,-0.0257,1.4211,0,2.571,266600100,0.042,0.031,0.14325605,0.154,30.05227265,"1"
"RDCM",1.151,0,NA,NA,-0.0936,0.927390117,0,0,-0.0257,-2.375,0,2.502,266600100,-0.036,-0.049,0.100894339,-0.21,25.175801,"1"
"RDCM",3.857,103.0556,NA,NA,0.0477,0.540793139,0,0,-0.0257,2.6364,0,4.521,266600100,0.075,0.065,0.320264317,0.5804,7.008092711,"1"
"RDCM",6.346,83.3333,NA,NA,0.038,0.405107226,0,0,-0.0257,0.2778,0,7.279,266600100,0.095,0.078,-0.284666828,0.2617,-62.89999962,"0"
"RDCM",5.758,0,NA,NA,-0.0308,0.380315198,0,0,-0.0257,-1.7826,0,11.213,101654000,-0.05,-0.071,-0.057239354,-0.0855,-11.51833255,"0"
"RDWR",7.46,40.0364,NA,NA,0.0748,0.501368136,0,0,0.0387,0.359,0,2.002,1143450000,0.176,0.112,0.235145927,0.1497,-29.53605958,"0"
"RDWR",6.8,38.35,NA,NA,0.0582,0.502605091,0,0,0.0387,-0.2453,0,2.305,1143450000,0.154,0.086,0.180711654,-0.024,-1.219514244,"0"
"RDWR",6.694,0,NA,NA,-0.0289,0.456817464,0,0,0.0387,-1.5,0,3.129,1143450000,0.017,-0.044,0.1957423,-0.0923,32.15258321,"1"
"RDWR",7.302,0,NA,NA,-0.0238,0.448376148,0,0,0.0387,0.15,0,2.333,1143450000,0.044,-0.035,0.148848696,0.0752,16.76091616,"1"
"RDWR",8.247,87.3462,NA,NA,0.0322,0.44001269,0,0,0.0387,2.4706,0,3.042,1044660000,0.105,0.05,0.210111602,0.109,14.42521039,"1"
"REFR",0.204,0,8.7255,0,-0.8641,0.234366906,0,0,-0.0937,0,0,12.427,42798045.88,-3.276,-3.429,-3.240395374,-0.3843,-41.57303491,"0"
"REFR",0.107,0,9.7398,0,-0.9402,0.52378022,0,0,-0.0591,0.4444,0,7.538,25005599.84,-1.483,-1.6,-0.974467719,0.2208,-50,"0"
"REFR",0.119,0,13.9334,0,-0.8666,0.366790142,0,0,-0.0483,0,0,8.11,43153049.16,-1.683,-1.804,-1.391241145,-0.0135,92.94872441,"1"
"REFR",0.511,0,10.1906,0,-0.3653,0.127243739,0,0,-0.0323,0.2692,0,21.479,122493260.8,-2.741,-2.761,-2.078944883,-0.2603,-1.559452669,"0"
"REFR",-0.378,0,0,0,0.4716,0.210339315,0,0,-0.0311,0.0526,0,18.526,125268437.7,-2.062,-2.132,-1.783733055,0.2556,-62.55144028,"0"
"RELL",10.857,0,0.4715,0,-0.0478,0.844679712,0.0462,0,-0.2755,-0.2927,0,5.656,66786527.6,-0.027,-0.048,-0.095651194,0.0369,-12.18514418,"0"
"RELL",11.325,0,0.7322,0,-0.0355,0.740332119,0.0286,0,-0.1266,-9.25,0,6.22,114691107,-0.039,-0.041,-0.071409274,-0.0073,-15.2204391,"0"
"RELL",10.302,0,0.5824,0,-0.0524,0.869227252,0.04,0,-0.0443,-0.0377,0,5.294,77093778,-0.025,-0.051,0.013216728,-0.0362,-33.66412283,"0"
"RELL",10.478,31.3667,0.9006,7.3344,0.0283,0.981260033,0.0255,0,-0.0188,1.5455,0,4.602,121699652.3,0.051,0.023,0.018086905,0.1924,-32.64647793,"0"
"RELL",12.343,0,0.8101,26.3671,-0.0029,0.677786239,0.0238,0,0.0129,-1.5,0,8.915,141655863.3,0.002,-0.004,0.033437228,-0.022,-41.83483665,"0"
"RENN",3.125,69.7222,NA,NA,0.0548,0.04061078,0,0,NA,0,0,16.576,NA,1.831,1.296,1.209372589,-0.2714,36.80297745,"1"
"RENN",2.741,0,NA,NA,-0.2366,0.032426195,0,-105.3224,NA,-4.6722,0.1149,1.935,NA,-5.012,-5.354,-1.217241128,-0.1191,-56.67574867,"0"
"RENN",2.168,0,NA,NA,-0.251,0.040346044,0,-24.7327,NA,0.1815,0.0504,1.668,NA,-3.646,-3.904,-0.231776921,0.1549,-32.35669893,"0"
"RENN",1.97,0,NA,NA,-0.1636,0.146231171,0,-23.5137,NA,0.39,0.0911,1.263,NA,-0.57,-0.632,-0.658351658,2.6778,-35.85317578,"0"
"RESN",0.905,0,1.5813,0,-1.0838,0.019966469,0,0,-0.5445,0.3194,0,6.673,36030887.69,-45.754,-47.359,-34.60114504,-0.1975,59.21053333,"1"
"RESN",0.903,0,2.9595,0,-1.502,0,0,0,-0.4271,0.3704,0,5.232,19122590.8,NA,NA,NA,0,-91.28787841,"0"
"RESN",1.046,0,4.868,0,-1.5047,0.022880521,0,0,-0.1774,-0.1544,0,3.345,63331200.11,-48.262,-50.487,-35.29470199,0,-46.75834118,"0"
"RESN",1.375,0,6.5077,0,-1.0487,0.027483165,0,0,-0.1202,0.0828,0,6.517,129894646,-32.077,-33.159,-22.16539051,1.1623,-82.81653641,"0"
"RESN",3.257,0,3.5677,0,-0.6624,0,0,-2.4651,-0.0719,NA,0,19.317,80270774.08,NA,NA,NA,NA,-77.91666587,"0"
"RFIL",2.435,0,0.7228,0,-0.1911,1.170453226,0.0743,0,-0.1054,-5.2727,0,4.297,15462095.25,-0.123,-0.135,-0.041896763,-0.0216,-65.60512788,"0"
"RFIL",3.105,37.8333,1.4871,14.7047,0.0377,0.958328166,0.0617,0,-5e-04,-0.3125,0,4.507,38916112.74,0.069,0.032,0.005435486,0.3371,-57.20027467,"0"
"RFIL",2.414,61.25,1.0166,17.3474,0.0179,0.917118915,0.0327,0,0.0658,1.0851,0,4.667,21688002.7,0.041,0.017,0.069573163,-0.24,177.4924804,"1"
"RFIL",3.051,12.125,2.5935,7.1233,0.2104,1.544397268,0.0103,0,0.083,14.25,0,6.046,72088079.76,0.156,0.116,0.123814647,1.184,-7.250081894,"0"
"RFIL",3.147,25.1667,1.4474,7.5924,0.0557,0.796272693,0.0618,0,0.1161,-0.6279,0,9.923,37419190.71,0.129,0.062,0.194419208,-0.3689,15.94143429,"1"
"RGSE",36.072,0,0.2079,0.0142,-5.088,1.216377931,0,-7.8189,-6.1349,0.9921,0.1581,1.571,2012100,-1.26,-1.449,-0.703197392,-0.616,-80.26666641,"0"
"RGSE",-2.169,0,0,0,10.6417,2.672556501,0,-21.117,-1.6529,-0.6129,-0.7641,0.71,7745598,-0.215,-0.237,-0.284622312,-0.3567,-98.1538462,"0"
"RGSE",0.887,0,1.7732,0,-2.8706,1.093561509,0,0,-1.4963,0.9861,2e-04,1.747,11004990.75,-1.109,-1.135,-1.028412006,-0.1082,61.48148357,"1"
"RGSE",-1329.571,0,0,0,10.7736,2.066725069,0,-48.8726,-1.2366,-2.1408,-1.4148,0.798,24969600,-0.763,-0.807,-0.434009184,0.2275,-94.27272727,"0"
"RGSE",0.303,0,1.7178,0,-3.9032,0.782841328,0,0,-0.3091,0.5373,0.0312,2.853,40086877.48,-3.275,-3.306,-0.971561002,-0.1836,-82.69230637,"0"
"RMBS",4.586,6.2989,2.4529,11.0899,0.4015,0.412631385,0,5.8523,0.0556,7.1818,0.3002,11.126,1350628492,0.372,0.713,0.260714599,-9e-04,18.80932076,"1"
"RMBS",5.018,236,2.8381,18.2021,0.0123,0.429609085,0,2.7761,0.0557,-0.9667,0.297,4.226,1563994769,0.254,0.02,0.28402511,0.1361,0.423731782,"1"
"RMBS",3.426,48.2174,3.2575,9.7704,0.0669,0.504111145,0,3.0246,0.059,1.7333,0.3936,9.084,1272612633,0.389,0.088,0.25784838,0.0923,1.134381449,"1"
"RMBS",5.187,0,2.7434,13.5568,-0.04,0.441149537,0,3.9875,0.0689,-4.5,0.4394,2.798,1568728449,0.28,-0.058,0.298748906,0.1679,-46.32610149,"0"
"RMBS",9.333,0,0.8247,0,-0.1561,0.169856482,0,-3.3378,0.0918,-5.9524,0.1761,7.617,832202186.8,-0.062,-0.683,0.376802003,-0.4118,72.03494806,"1"
"RMNI",-8.8,0,0,73.2489,0.0606,1.611775242,0,0.1461,-0.2845,0.492,-0.4125,0.419,213684375,0.023,-0.081,-0.372149212,0.3555,-20.18163502,"0"
"RMNI",0.206,0,46.5547,0,-9.0538,0.680844215,0,-51.8565,-8e-04,NA,0,48.848,207215625,-0.352,-0.383,0.01331212,NA,-3.121750275,"0"
"RMNI",-6.525,0,0,0,0.2534,1.740453954,0,-0.1988,0.0608,-0.7368,-0.3905,0.49,456930208.8,-0.031,-0.251,0.137151806,0.3275,-33.97435937,"0"
"RMNI",-4.327,0,0,0,0.2559,2.126340581,0,-1.0281,0.0651,0.2242,-0.0089,0.473,327439420.5,-0.125,-0.269,0.088539895,0.1889,-28.01483839,"0"
"RNET",2.989,0,4.3292,0,-1.1167,0.922483345,0,-15.4271,-0.0869,-2.7111,1.3774,1.021,245360942.9,-0.118,-0.261,0.032124227,0.1658,-51.68374833,"0"
"RNET",8.194,45.5889,5.0533,11.8226,0.1102,1.101178307,0,15.2037,0.006,-0.0645,0.6067,2.978,722727284.2,0.19,0.047,0.132545264,0.496,-48.95139117,"0"
"RNET",7.024,0,2.9579,19.2407,-0.1378,1.050922841,0,-6.091,0.0083,-2.1149,0.6306,3.188,367396116.3,0.074,-0.063,0.136525842,-0.1784,7.076774838,"1"
"RNET",5.953,0,2.7,14.9244,-0.1509,0.890470851,0,-3.4265,0.0392,-0.3846,0.5421,2.113,291603104,0.103,-0.079,0.142650762,-0.0713,-20.99999785,"0"
"RNET",6.326,0,3.6755,13.5112,-0.1024,0.955193703,0,-1.0982,0.0627,0.3299,0.5469,3.405,410535925.7,0.139,-0.052,0.177560816,-0.1867,-34.71615695,"0"
"RNG",1.444,0,10.5645,0,-0.5009,1.167518862,0,-23.0374,-0.0289,0.482,0.2655,2.095,1016260447,-0.163,-0.22,-0.051981245,0.37,-60.08147085,"0"
"RNG",1.572,0,15.2945,0,-0.2915,1.379004064,0,-28.7079,-0.0072,0.3611,0.1729,2.123,1672904110,-0.063,-0.108,0.017169208,0.3472,-9.490333153,"0"
"RNG",2.993,0,16.2607,284.3247,-0.0184,1.399659268,0,-38.8586,0.0039,0.7273,0,2.115,3697435447,0.025,-0.008,0.081738702,0.3238,72.46862711,"1"
"RNG",3.995,0,20.9344,482.4872,-0.0825,0.753219743,0,-0.6186,0.0051,-4.5,1.1541,3.549,6622646749,0.02,-0.039,0.107077539,0.3376,108.2859856,"1"
"RNG",1.782,0,12.1442,0,-0.1248,1.505907873,0,-20.433,0.0085,0.5217,0.1155,1.775,1571026769,-0.002,-0.043,0.07808935,0.2843,126.6978954,"1"
"RNWK",3.337,0,1.2769,0,-0.6782,0.572990461,0,0,-0.4563,-0.13,0,3.413,154066724.5,-0.787,-0.885,-0.74617082,-0.4082,-15.16588567,"0"
"RNWK",5.486,0,1.2871,0,-0.3642,0.624101575,0,0,-0.2472,-0.2048,0,3.682,253679536,-0.375,-0.46,-0.385655391,-0.2424,-39.37232723,"0"
"RNWK",1.512,0,1.5314,0,-0.4396,0.865424121,0,0,-0.2298,-0.5,0,2.666,86983158.57,-0.297,-0.36,-0.276521364,-0.117,-50.41322273,"0"
"RNWK",2.13,0,1.5931,0,-0.2059,0.647906104,0,0,-0.1752,0.5556,0,2.411,126083697.2,-0.205,-0.207,-0.271221322,-0.0339,-31.65680874,"0"
"RNWK",2.408,0,2.0074,0,-0.4126,0.624661714,0,0,-0.1508,0.5619,0,2.719,177462196.8,-0.352,-0.449,-0.298580002,-0.1187,-28.75000124,"0"
"ROG",46.131,20.7673,2.1474,11.2523,0.1033,0.687142004,0,17.6826,0.0114,0.0829,0.2693,4.532,1821659412,0.19,0.1,0.076010333,0.0707,24.70506653,"1"
"ROG",32.309,27.7007,2.5207,11.9415,0.0909,0.72689857,0,28.5709,0.0379,0.3241,0.1137,3.638,1489384819,0.181,0.087,0.139475308,0.1366,-35.10758915,"0"
"ROG",42.018,38.8014,4.0909,16.8831,0.105,0.729729081,0,22.6808,0.0382,0.6377,0.1793,3.994,3135949471,0.223,0.098,0.169274934,0.251,-42.37012164,"0"
"ROG",31.821,20.4643,1.6206,8.6222,0.0792,0.689460475,0,15.7708,0.0531,-0.1329,0.3119,5.45,925036978.1,0.163,0.072,0.115243287,0.05,59.55546018,"1"
"ROG",35.339,28.7276,2.1786,11.2921,0.0759,0.621215334,0,21.9364,0.0714,0.0685,0.3852,4.53,1383763520,0.189,0.074,0.178218048,0.0232,110.3130311,"1"
"RP",4.27,0,5.1256,63.4193,-0.0312,0.714383342,0,-14.0426,0.0189,-1.4815,0.0608,0.95,1728886424,0.064,-0.025,0.172962123,0.073,4.4186082,"1"
"RP",6.318,0,7.2828,43.6598,8e-04,0.442502208,0,2.032,0.0241,-1,1.2923,0.927,3758583330,0.145,0.001,0.209047295,0.181,6.262404075,"1"
"RP",5.006,135.2273,5.9978,27.0405,0.0433,0.720884966,0,8.314,0.0245,2.75,0.3174,1.187,2394006330,0.152,0.029,0.227851822,0.2126,48.90756046,"1"
"RP",4.257,0,5.2568,49.1144,-0.0282,0.75179597,0,-8.0159,0.0358,0.0769,0.1225,1.031,1759817986,0.073,-0.02,0.20492615,0.1581,35.74660399,"1"
"RP",12.178,120.475,4.1497,28.5101,0.0327,0.414477639,0,2.0803,0.0428,0,0.5612,1.312,4525600727,0.191,0.04,0.281555642,0.2959,13.66039112,"1"
"RPD",2.752,0,5.4987,0,-0.7324,0.479378559,0,-18.5644,-0.0096,0.3985,0,1.182,629314723.6,-0.375,-0.896,-0.017253859,0.4376,-16.24225533,"0"
"RPD",1.88,0,16.9174,0,-0.6361,0.436368479,0,-10.1632,-0.0068,-0.1321,2.0006,1.514,1474636717,-0.16,-0.228,0.024851387,0.2147,-80.30254589,"0"
"RPD",-19.33,0,0,0,0.1322,0.884023641,0,-10.5089,-0.0042,-0.5909,-0.0683,0.895,895004087.3,-0.329,-1.105,-0.043652445,0.2807,-40.15031763,"0"
"RPD",1.019,0,12.3079,0,-1.1656,0.647082034,0,-231.3555,0.0088,0.7025,0,0.894,524820746.5,-0.267,-0.311,0.057877119,0.4244,-51.09311151,"0"
"RPD",0.562,0,34.4201,0,-1.8826,0.707196554,0,-547.3448,0.0088,0.1092,0,0.914,834180471.4,-0.199,-0.226,0.06611924,0.2763,-63.91372684,"0"
"RST",1.039,0,6.5094,0,-2.0882,0.952424708,0,-119.7328,-0.0882,0.3746,0.1402,0.74,145818484.7,-0.145,-0.215,-0.025933753,-0.1687,-29.50580958,"0"
"RST",-0.076,0,0,0,16.6064,0.998862642,0,-52.2915,-0.0543,0.424,-1.5425,0.586,200122684,-0.058,-0.142,0.008336382,-0.1083,-37.48622587,"0"
"RST",-0.529,0,0,0,1.7882,0.927244764,0,-61.8243,-0.0171,-12.5714,0,0.527,374935488,-0.027,-0.124,0.060143751,-0.0594,9.145598518,"1"
"RST",2.985,0,3.281,0,-1.1617,0.908665975,0,-343.1845,-0.0147,-3.6267,0.0591,0.896,208148133.3,-0.252,-0.281,0.025483764,-0.0105,-32.42423924,"0"
"RST",0.109,0,110.3366,26.7782,-0.6381,0.947821622,0,-7.2383,0.0226,0.944,0.9492,0.609,267145626,0.046,-0.008,0.102712454,-0.0489,-36.89482675,"0"
"RUBI",2.348,0,1.6041,0,-0.5239,0.346335678,0,63.2115,-0.2252,0.612,0,1.247,189304083.5,-0.217,-0.496,-0.181946505,-0.1984,-116.4456204,"0"
"RUBI",3.368,0,0.6229,0.211,-0.9403,0.405450493,0,173.4064,-0.1824,-7.1282,0,1.402,103566093.3,-0.779,-0.995,0.13844868,-0.4409,-79.32693057,"0"
"RUBI",4.563,0,3.5372,0,-0.145,0.422607182,0,-167.1909,-0.0221,0.4017,8e-04,1.541,580327273.7,-0.047,-0.158,0.053034838,0.4946,2.556108628,"1"
"RUBI",7.012,1645,2.4909,22.0157,0.0015,0.462953854,0,71.1525,0.0663,1.0143,0,1.462,730031687.7,0.108,0.002,0.309299593,0.9832,-53.68289723,"0"
"RUBI",6.42,0,1.2067,9.2361,-0.0603,0.535271993,0,47.666,0.0725,-40,0,1.793,368774084.6,0.07,-0.065,0.216090806,0.1197,-75.1329786,"0"
"RUN",6.574,7.6575,0.8598,4.6855,0.1116,0.133538008,0,2.7915,-1.5352,1.75,1.5822,1.509,580334369.2,0.636,0.157,-0.41948871,0.5663,5.545615999,"1"
"RUN",8.362,4.9748,0.7155,5.1194,0.1423,0.13437389,0,2.4941,-1.3816,0.6111,1.6407,1.34,632177856,0.674,0.236,-0.180460884,0.1162,83.95270613,"1"
"RUN",8.618,45.375,1.2891,9.4068,0.0281,0.160003175,0,1.273,-0.7173,-0.8017,2.2471,1.24,1218072919,0.426,0.035,-0.082187581,0.4271,-25.77414386,"0"
"RUN",10.057,0,1.1703,23.7002,-0.051,0.111389926,0,-0.0093,-0.5994,0.6913,1.2916,1.425,1189734916,0.233,-0.093,-0.345580849,0.5341,-52.63157962,"0"
"RVLT",6.839,0,1.2612,41.135,-0.0233,0.729901202,0,-0.6084,-0.1361,0.8849,0.3661,1.562,126024672,0.031,-0.018,-0.128717529,0.6874,-31.25,"0"
"RVLT",8.389,0,1.8701,0,-0.067,0.60722922,0,-13.1325,-0.1312,0.4654,0.1544,1.675,112673484,-0.068,-0.167,-0.186140031,1.9486,-42.44604159,"0"
"RVLT",3.639,0,0.9007,0,-0.7106,0.894721384,0,-12.9909,-0.117,-85.3333,0.6769,1.793,68904513,-0.279,-0.354,-0.045958296,-0.1151,-87.65432084,"0"
"RVLT",6.605,0,0.92,19.8489,-0.0042,0.791364558,0,0.7917,-0.0577,0.8125,0.3539,2.066,117155160.7,0.047,-0.003,-0.03605022,0.3275,-41.45907422,"0"
"SABR",0.351,84.4583,64.4474,14.1876,0.8264,0.566740389,0.0089,1.345,0.0298,1.3108,36.5613,0.776,5378938719,0.222,0.022,0.147319486,0.0427,41.19229867,"1"
"SABR",1.767,13.985,15.986,9.0799,1.1301,0.548961951,0.0129,4.8364,0.0312,7.4783,6.9601,0.778,7763032888,0.402,0.184,0.178732046,0.1252,-7.281675948,"0"
"SABR",2.245,28.4943,11.0935,11.1246,0.3893,0.589282164,0.021,3.0803,0.0535,-0.559,5.5302,0.732,6946819794,0.267,0.072,0.207328717,0.1393,-15.01194867,"0"
"SABR",2.504,23.7356,8.1703,9.4769,0.3498,0.636971525,0.0271,3.4075,0.0637,0.0116,4.9847,0.988,5675069716,0.257,0.067,0.188421847,0.0667,7.276001771,"1"
"SABR",3.514,17.5935,6.1609,9.1719,0.349,0.665983855,0.0259,3.5158,0.074,0.4023,3.5219,1.166,5957768884,0.25,0.087,0.187433475,0.0746,7.760134196,"1"
"SAIC",7.646,18.0872,9.7694,13.4033,0.5474,2.148576942,0.0166,5.8636,0.061,0.2885,3.1315,1.367,3194607576,0.068,0.04,0.048720251,0.0027,39.91696778,"1"
"SAIC",7.953,25.7632,10.3982,14.0882,0.4097,2.175318315,0.015,5.0769,0.0711,0.2632,3,1.446,3628955061,0.071,0.032,0.061458802,0.0294,-16.55227167,"0"
"SAIC",7.692,15.8841,4.8116,10.5202,0.2997,2.847961299,0.0151,26.1429,0.0921,-0.3798,1.3316,1.762,1813965393,0.048,0.027,0.044406697,-0.138,-5.24693189,"0"
"SAIC",8.358,16.7137,5.0993,9.7327,0.3079,2.033459001,0.0284,5.1591,0.1063,-0.1512,2.8158,1.384,1937744724,0.067,0.027,0.052375435,0.1107,-7.395681618,"0"
"SAIC",7.551,16.206,6.4599,9.2477,0.4087,2.796976242,0.023,14.1176,0.1144,0.2819,1.4087,1.707,2228655372,0.067,0.036,0.071299871,-0.0573,98.15452755,"1"
"SAIL",4.367,587.25,5.4219,98.875,0.0096,0.46576378,0,2.0051,0.0142,1.0727,0.0259,1.612,2062152147,0.081,0.015,0.150811506,0.3379,-1.131128816,"0"
"SAIL",-0.302,0,0,0,1.9296,0.34178777,0,-2.9544,0.015,0.2162,-7.7315,1.158,1287128760,-0.087,-0.202,0.049391294,0.3886,11.53846154,"1"
"SAIL",6.274,0,2.2887,0,-0.0875,0.367385222,0,-0.7877,0.015,0.0517,0.2081,1.986,1287128760,-0.008,-0.154,0.117470009,0.4051,63.5793895,"1"
"SANM",21.091,0,1.255,8.5167,-0.0649,1.740489233,0,5.4534,0.023,-1.7697,0.4126,1.255,1841056745,0.034,-0.013,0.02200016,0.0352,42.37007387,"1"
"SANM",18.584,4.8547,1.1805,6.3415,0.2481,1.824809405,0,7.548,0.048,0.9427,0.3534,1.683,1800597134,0.048,0.059,0.027436642,0.0257,79.65687358,"1"
"SANM",22.122,20.7527,1.7401,8.6397,0.0843,1.785279684,0,17.438,0.0492,-0.2521,0.2912,1.619,2909361632,0.05,0.02,0.03653733,0.0598,-27.7477477,"0"
"SANM",21.437,11.368,1.2985,6.4289,0.1167,1.787802513,0,11.1456,0.1307,-0.4603,0.2873,1.695,2100396299,0.052,0.029,0.060192116,0.0167,-8.839780927,"0"
"SANM",15.044,8.9832,1.4152,6.2023,0.1581,1.875924854,0,5.2627,0.138,1.4409,0.4364,1.598,1766835952,0.048,0.032,0.049457242,0.0504,-11.93838603,"0"
"SAP",19.2155,20.9203,NA,NA,0.1682,0.455335148,0.0239,35.2913,0.0281,-0.1325,0.5919,1.2712,1.38e+11,0.3789,0.2264,0.199259681,-0.0809,14.70917673,"1"
"SAP",20.5635,28.4573,NA,NA,0.1317,0.502367722,0.0163,17.5934,0.0281,-0.1621,0.4092,1.3442,1.38e+11,0.2888,0.1596,0.174962728,0.062,13.94922736,"1"
"SAP",22.6,26.9687,NA,NA,0.1381,0.498272241,0.016,22.2348,0.0281,0.1512,0.3145,1.2579,1.38e+11,0.3042,0.1737,0.209772459,0.0286,31.89494625,"1"
"SAP",24.9028,27.9466,NA,NA,0.1573,0.552231428,0.0101,11.4853,0.0281,0.2568,0.2588,1.4022,1.38e+11,0.3445,0.2053,0.215037722,0.2128,-10.06866258,"0"
"SAP",26.9759,25.3243,NA,NA,0.1416,0.479850848,0.0199,16.0782,0.0281,-0.0225,0.405,1.823,1.19e+11,0.3414,0.1897,0.17415412,0.0084,36.93855357,"1"
"SATS",39.996,17.906,0.7961,4.2006,0.0415,0.256447824,0,2.6771,-0.0112,-0.0169,0.5933,4.05,2934632956,0.462,0.089,0.419962712,-0.4634,32.34613023,"1"
"SATS",41.794,21.5584,1.005,5.1189,0.0459,0.200965072,0,3.1071,0.0267,0.0971,0.9325,7.006,3935593107,0.485,0.1,0.443721672,-0.0208,16.06278042,"1"
"SATS",43.621,11.6121,1.1032,5.7951,0.0943,0.215486284,0,1.4984,0.0322,1.1198,0.8732,8.977,4590857069,0.456,0.209,0.385515203,0.0414,-37.9520103,"0"
"SATS",38.745,23.5053,1.1031,5.0129,0.0433,0.474990205,0,2.0718,0.0412,58.3333,0.6701,4.497,3890600712,0.265,0.048,0.243828757,0.0497,-24.90398904,"0"
"SATS",43.022,0,0.6917,3.5355,-0.0098,0.241460803,0,0.9606,0.0897,-1.1032,0.7985,2.662,2863659170,0.4,-0.019,0.351216886,0.1092,44.83615408,"1"
"SCKT",0.206,26.3333,12.1493,12.9058,0.42,2.033587596,0,2.1451,-0.0091,1.6154,2.4001,0.559,12564692.46,0.066,0.025,0.003067667,0.0868,-7.086616908,"0"
"SCKT",2.791,1.8667,1.4213,8.0174,0.7512,0.962977087,0,19.513,0.025,4.8065,0.0692,1.369,22988859.6,0.137,0.584,0.042324102,0.1297,-8.673473111,"0"
"SCKT",2.035,0,0.7111,0,-0.046,0.884802827,0,-4.5562,0.037,0.6087,0.297,1.323,8824663.5,-0.009,-0.035,0.045589254,-0.227,1.898732315,"1"
"SCKT",2.738,0,1.4684,8.1232,-0.083,1.072113966,0,30.4333,0.0696,-1.1278,0.019,3.812,25240060.8,0.128,-0.067,0.111637946,0.024,-58.33333223,"0"
"SCKT",0.602,7.1515,3.9519,5.955,0.5436,1.899215807,0,7.6241,0.0728,2.875,0.4732,0.864,13210564.92,0.126,0.099,0.073530577,0.081,58.6776774,"1"
"SCON",44.779,0,0.2993,0.664,-0.7885,0.00861049,0,0,-1.8047,0.4609,0,11.268,4491130.6,-68.527,-84.855,-61.87022901,-0.4631,-18.65671695,"0"
"SCON",3.344,0,0.3857,0.1963,-1.2055,0.204360389,0,0,-1.6876,0.5552,0,6.866,4219085.61,-4.573,-5.226,-4.45437018,2.4888,-86.7647055,"0"
"SCON",99.882,0,0.3154,0.132,-0.6555,0.016985729,0,0,-1.2953,0.3226,0,9.118,6657840,-25.18,-35.254,-34.7704918,-0.6139,56.84210459,"1"
"SCON",4.857,0,2.3271,0,-1.8637,0.074382922,0,0,-0.636,0.7434,0,4.087,11942778.6,-17.135,-21.361,-16.69058296,2.4046,-88.37837912,"0"
"SCON",46.921,0,9.2524,0,-2.0617,0.058523937,0,0,-0.3718,0.6234,0,0.812,36664135.5,-10.948,-13.055,-15.86234177,-0.6304,92.5,"1"
"SCSC",33.946,31.4615,1.2075,11.8045,0.0383,1.977211683,0,7.6592,0.0159,-0.524,0.2879,1.918,1045901426,0.028,0.009,0.006449122,0.0779,7.256893889,"1"
"SCSC",28.325,13.1765,1.3532,6.8329,0.1019,2.182294678,0,169.409,0.0336,1.3065,0.0068,2.432,1085981891,0.045,0.028,0.016378859,0.0127,-18.49227874,"0"
"SCSC",29.257,15.4625,1.2297,8.3949,0.0821,2.374102476,0,46.2024,0.0421,0.0485,0.0992,2.1,952380166.8,0.033,0.018,0.014747929,0.0999,-11.71393364,"0"
"SCSC",28.328,16.6201,1.339,8.588,0.0809,2.179251575,0,56.596,0.0503,-0.2063,0.0109,2.078,1089273318,0.035,0.02,0.02346405,0.1047,27.40763618,"1"
"SCSC",33.065,14.708,1.2198,8.1847,0.0827,2.076575552,0,32.5692,0.0808,0.1387,0.1162,1.952,1020166532,0.036,0.019,0.026589421,0.0079,-3.697478058,"0"
"SCWX",8.906,0,1.2282,0,-0.0458,0.43488061,0,22.4414,-0.0307,0.6019,0,1.402,854307467.9,-0.038,-0.073,-0.015801234,0.2746,87.66665988,"1"
"SCWX",8.67,0,1.6654,0,-0.0634,0.303835352,0,-430.2324,-0.0252,NA,0,0.777,1084133539,-0.075,-0.147,0.008514859,NA,-24.35714177,"0"
"SCWX",8.407,0,1.6654,0,-0.123,0.369936314,0,-16.1376,-0.0252,-0.8727,0.0476,0.816,1084133539,-0.193,-0.213,-0.028990758,0.2952,-15.92417322,"0"
"SCWX",9.107,0,1.0376,0,-0.0142,0.442662388,0,-25.5872,-0.017,0.6829,0,1.24,765367748.5,-0.059,-0.022,0.001681875,0.0813,3.349869603,"1"
